#
# Sources from ATCA catalog (Murphy et al. 2010 2010MNRAS.402.2403M) 
# which do NOT have ALMA measurements, but could have an entry in the full DB 
#
# RA and Dec in deg. The mean uncertainties (ATCA) are 13.5 arcsec (RA) and 1.0 arcsec (Dec)
# ALMA RA and Dec and error values from the ALMA DB 
# 20GHz: flux at 20 GHz from 2010 paper
#        sources with flux20G=error, do not have an entry in Murphy data (extended sources)
#        sources with error=0, do not have any error entry in Murphy data
# 93GHz: flux at 93 GHz observed at ATCA, from website (ATCA Calibrator Database v3)
#        Note the observation date was not provided in the website output search
# B3estimate=20GHz/4
# Flags: g=good or p=poor data quality
#        e = extended source
#        h = Galactic HII region
#        p = Galactic planetary nebula
#        m = Magellanic clouds source
#        l = no match in low frequency surveys
#        b = large and extended See the paper for more details of these classifications
#        nnn = no flag
#
#                                                        Flux Density (mJy)         
#  ATCA Name     RA(deg)  errRA  Dec(deg)  errDec   20GHz  error  93GHz   B3estim    Flags       ALMAname  ALMAra(deg) error  ALMAdec(deg) error
#
J140856-075225	212.235255	0.00375	-7.87378	0.00028	857	43	NONE	214.25	g	nnn					
J040848-750720	62.203125	0.00375	-75.12225	0.00028	856	48	NONE	214	g	e					
J114553-695404	176.473335	0.00375	-69.90119	0.00028	855	43	NONE	213.75	g	nnn					
J053628-340110	84.1185	0.00375	-34.01967	0.00028	842	40	576	210.5	g	nnn					
J062032-251517	95.13375	0.00375	-25.25497	0.00028	839	55	NONE	209.75	g	nnn					
J022934-784744	37.393785	0.00375	-78.79556	0.00028	837	42	NONE	209.25	g	nnn					
J221124-132809	332.850795	0.00375	-13.46933	0.00028	837	40	NONE	209.25	g	e	J2211-1328	332.850414413	0	-13.469367764	0
J054121-021108	85.34046	0.00375	-2.18581	0.00028	826	41	NONE	206.5	g	nnn	J0541-0211	85.3404011	0.0000001	-2.185663	0.0000001
J212113-370308	320.30496	0.00375	-37.05244	0.00028	823	41	NONE	205.75	g	nnn	J2121-3703|J212111-370320	320.304974121	0	-37.052472794	0
J090040-280822	135.166785	0.00375	-28.13964	0.00028	821	54	NONE	205.25	g	nnn					
J155658-791404	239.244495	0.00375	-79.23447	0.00028	821	41	548	205.25	g	nnn					
J085009-121337	132.53991	0.00375	-12.22694	0.00028	820	41	NONE	205	g	nnn					
J235731-112538	359.38038	0.00375	-11.42744	0.00028	804	38	356	201	p	nnn					
J230615-045948	346.563705	0.00375	-4.99686	0.00028	803	40	NONE	200.75	g	nnn	J2306-0459	346.5638213	0.0000001	-4.9967457	0.0000001
J221302-252930	333.260835	0.00375	-25.49186	0.00028	799	52	NONE	199.75	g	nnn					
J051644-620706	79.186995	0.00375	-62.11836	0.00028	793	37	NONE	198.25	g	nnn					
J233138-155657	352.91121	0.00375	-15.94917	0.00028	789	40	824	197.25	g	nnn					
J140610-070705	211.545	0.00375	-7.11806	0.00028	781	39	NONE	195.25	g	nnn					
J194524-552049	296.35092	0.00375	-55.347	0.00028	779	39	604	194.75	g	nnn					
J010215-801239	15.56316	0.00375	-80.21108	0.00028	773	38	275	193.25	g	nnn					
J162418-680911	246.076665	0.00375	-68.15325	0.00028	769	38	NONE	192.25	g	nnn					
J105109-534446	162.788295	0.00375	-53.74622	0.00028	768	38	459	192	g	nnn	J1051-5344	162.787916142	0	-53.7462616	0
J113130-050019	172.87767	0.00375	-5.00547	0.00028	767	38	361	191.75	g	nnn					
J155941-244240	239.92191	0.00375	-24.71117	0.00028	767	50	NONE	191.75	g	nnn					
J123942-102326	189.928995	0.00375	-10.39064	0.00028	766	35	NONE	191.5	g	nnn					
J074803-163950	117.012915	0.00375	-16.66397	0.00028	765	50	364	191.25	g	nnn					
J014125-092843	25.357455	0.00375	-9.47869	0.00028	764	37	418	191	g	nnn					
J083700-340912	129.251625	0.00375	-34.15356	0.00028	757	35	NONE	189.25	g	nnn					
