ATCA_name,RA_atca,errRA_atca,DEC_atca,errDEC_atca,f20,ef20,f93,B3est,Flags,Flags2,ALMAname,SOURCE_ID,distance_alma,distance_vlbi,distance_grid,CATALOGUE_ID,RA_alma,RA_UNCERTAINTY_alma,DEC_alma,DEC_UNCERTAINTY_alma,FREQUENCY,FLUX,FLUX_UNCERTAINTY,DATE_OBSERVED,VALID,IVS,name,RA_vlbi,DEC_vlbi,Grid_close,OTHER,OTHER2
J000809-394522,2.038245,0.00375,-39.75636,0.00028,146,8,NONE,36.5,g,nnn,,73,0.3135960694,0.2808590895,48759.3696270687,3,2.0383335,,-39.7563056,,4850000000,0.322,,2006-12-19 00:00:00,1,0005-400,J0008-3945,2.0383436125,-39.7563784056,J2357-5311|J235752-531116|B2355-534,,
J034240-300757,55.668285,0.00375,-30.13264,0.00028,146,7,NONE,36.5,g,nnn,,1810,1.444009415,0.9520674895,36556.8246713858,3,55.6681665,,-30.1330278,,4850000000,0.162,,2006-12-19 00:00:00,1,0340-302,J0342-3007,55.6680951625,-30.132847325,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J035247-404059,58.196505,0.00375,-40.68308,0.00028,146,5,NONE,36.5,g,nnn,J0352-4040,13031,0.461017278,0.4611094804,12865.0505022905,21,58.1965352,0.0000006,-40.683206,0.0000004,20000000000,0.146,0.005,2006-01-01 00:00:00,1,0351-408,J0352-4040,58.1965351917,-40.683206025,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J043403-435547,68.51334,0.00375,-43.92997,0.00028,146,6,6,36.5,g,nnn,,2215,0.1937577922,0.1860471315,29925.5554944128,3,68.51339,,-43.92993,,4850000000,0.274,,2006-12-19 00:00:00,1,0432-440,J0434-4355,68.5133919958,-43.9299343806,J0519-4546|J0519-454,,
J070525-650042,106.35816,0.00375,-65.01183,0.00028,146,7,112,36.5,g,nnn,,3245,1.0778515704,1.0774921623,37960.0940662995,3,106.35855,,-65.01208,,4850000000,0.13,,2006-12-19 00:00:00,1,0705-649,J0705-6500,106.3585525083,-65.0120791806,J0635-7516|J063542-751615|B0637-752,,
J093135-291153,142.89792,0.00375,-29.19825,0.00028,146,10,NONE,36.5,g,nnn,,4181,1.0370514886,1.031983383,51479.2915009029,3,142.89825,,-29.19825,,4850000000,0.183,,2006-12-19 00:00:00,1,0929-289,J0931-2911,142.8982483583,-29.1982538278,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J183010-160656,277.545,0.00375,-16.11564,0.00028,145,9,NONE,36.25,g,nnn,J1830-1606,13435,0.8640710997,0.8644208863,50932.0674856876,21,277.5447725,0.0000009,-16.1155408,0.0000016,20000000000,0.145,0.009,2006-01-01 00:00:00,1,1827-161,J1830-1606,277.5447722625,-16.1155410639,J1733-1304|J1733-130|J173302-130445|B1730-130|nrao530,,
J213208-542037,323.034255,0.00375,-54.34367,0.00028,145,7,NONE,36.25,g,nnn,,9228,0.9659227226,0.9759201494,32643.6596969027,3,323.03458,,-54.34348,,4850000000,0.071,,2006-12-19 00:00:00,1,2128-545,J2132-5420,323.0345834667,-54.3434780944,J2056-4714|J2056-472|J205615-471445|B2052-474,,
J052648-234255,81.701295,0.00375,-23.71547,0.00028,144,9,NONE,36,g,nnn,,2628,1.0537243213,1.0381349422,45971.6494000398,3,81.70161,,-23.71552,,4850000000,0.143,,2006-12-19 00:00:00,1,0524-237,J0526-2342,81.7016056625,-23.7155175306,J0522-3627|J0522-364|B0521-365,,
J092834-304944,142.142085,0.00375,-30.82908,0.00028,144,6,NONE,36,g,nnn,,4156,1.591903473,1.6020898473,53578.5126041131,3,142.14162,,-30.82889,,4850000000,0.189,,2006-12-19 00:00:00,1,0926-306,J0928-3049,142.141616575,-30.8288896,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J105024-031808,162.601665,0.00375,-3.30231,0.00028,144,8,NONE,36,g,nnn,,4711,1.4214625099,1.4376626666,18977.0146285656,3,162.60206,,-3.30233,,4850000000,0.19,,2006-12-19 00:00:00,1,1047-030,J1050-0318,162.6020645458,-3.30232935,J1058+0133|J1058+015|J105830+013340|B1055+018,,
J135800-382115,209.503035,0.00375,-38.35442,0.00028,144,7,NONE,36,g,nnn,,6183,2.2124817771,2.203601921,24585.3951918481,3,209.50363,,-38.35482,,4850000000,0.129,,2006-12-19 00:00:00,1,1355-381,J1358-3821,209.5036305292,-38.3548157111,J1427-4206|J1427-421|J142755-420612|B1424-418,,
J153231-231032,233.13063,0.00375,-23.17581,0.00028,144,9,NONE,36,g,nnn,,6871,2.5205796819,2.4832589694,12947.3373068045,3,233.1313755,,-23.1756667,,4850000000,0.124,,2006-12-19 00:00:00,1,1529-230,J1532-2310,233.1313677667,-23.175684225,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J155331-242206,238.38129,0.00375,-24.36836,0.00028,144,10,NONE,36,g,nnn,,7014,1.6084573434,1.6162966925,29367.2220590185,3,238.38178,,-24.36834,,4850000000,0.398,,2006-12-19 00:00:00,1,1550-242,J1553-2422,238.3817825417,-24.3683433278,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J191708-211030,289.28637,0.00375,-21.17522,0.00028,144,9,NONE,36,g,nnn,,8293,1.1754765483,1.1833861558,29707.615225499,3,289.28602,,-21.17521,,4850000000,0.318,,2006-12-19 00:00:00,1,1914-212,J1917-2110,289.2860175833,-21.175212025,J1924-2914|J1924-292|J192451-291428|B1921-293,,
J234825-604920,357.108285,0.00375,-60.82222,0.00028,144,7,NONE,36,g,nnn,,10285,0.2603854538,0.2667121093,27869.4987418486,3,357.10842,,-60.82219,,4850000000,0.246,,2006-12-19 00:00:00,1,2345-611,J2348-6049,357.1084246917,-60.8221908361,J2357-5311|J235752-531116|B2355-534,,
J104921-223108,162.34092,0.00375,-22.51889,0.00028,143,9,NONE,35.75,g,nnn,,4706,0.834499588,0.8358399869,27190.6796161993,3,162.34112,,-22.51875,,4850000000,0.189,,2006-12-19 00:00:00,1,1046-222,J1049-2231,162.3411211042,-22.5187507333,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J124025-171723,190.107465,0.00375,-17.28978,0.00028,143,9,NONE,35.75,g,nnn,,5560,1306.9079246834,0.3134303409,43662.4473570742,3,190.433625,,-17.4766111,,4850000000,0.069,,2006-12-19 00:00:00,1,1237-170,J1240-1717,190.1074513625,-17.2896939139,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055,,
J140829-300423,212.123955,0.00375,-30.07328,0.00028,143,8,NONE,35.75,g,nnn,,12605,0.7749336501,0.5418060206,45543.8178711093,3,212.1241665,,-30.0731667,,4850000000,0.542,,2006-12-19 00:00:00,1,1405-298,J1408-3004,212.1241257875,-30.0732515944,J1427-4206|J1427-421|J142755-420612|B1424-418,,
J221655-452144,334.23096,0.00375,-45.36236,0.00028,143,6,NONE,35.75,g,nnn,,9556,3223.560624759,0.3988324612,50456.7176588431,3,332.95805,,-45.3251,,4850000000,0.314,,2006-12-19 00:00:00,1,2213-456,J2216-4521,334.2311102333,-45.3623936361,J2056-4714|J2056-472|J205615-471445|B2052-474,,
J041610-340303,64.042035,0.00375,-34.05092,0.00028,142,5,158,35.5,g,nnn,,2058,0.7790795629,0.7771370208,37199.6324159768,3,64.04189,,-34.0511,,4850000000,0.542,,2006-12-19 00:00:00,1,0414-341,J0416-3403,64.0418933667,-34.0511011889,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J045341-123352,73.42092,0.00375,-12.56469,0.00028,142,7,NONE,35.5,g,nnn,,2380,1.7749734562,1.7796323302,48664.6200301005,3,73.420791,,-12.5651667,,4850000000,0.147,,2006-12-19 00:00:00,0,0451-126,J0453-1233,73.420784675,-12.5651663694,J0423-0120|J0423-013|J042315-012034|B0420-014,,
J095824-265538,149.60187,0.00375,-26.92742,0.00028,142,9,NONE,35.5,g,nnn,,12447,3.4635336033,3.3809534188,32229.248537544,3,149.6025,,-26.9266389,,4850000000,0.273,,2006-12-19 00:00:00,1,0956-266,J0958-2655,149.6024793417,-26.9266539333,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J125625-215520,194.10621,0.00375,-21.92239,0.00028,142,7,NONE,35.5,g,nnn,,5688,0.6180122969,0.607497813,47873.3865357912,3,194.1063,,-21.92254,,4850000000,0.187,,2006-12-19 00:00:00,1,1253-216,J1256-2155,194.1062956875,-21.9225388528,J1337-1257|J1337-129|J133739-125720|B1334-127,,
J221702-190204,334.259535,0.00375,-19.03461,0.00028,142,9,NONE,35.5,g,nnn,J2217-1902,13470,1.9024796764,1.9025938814,46686.8807783041,21,334.2590239,0.0000001,-19.0343959,0.0000001,20000000000,0.142,0.009,2006-01-01 00:00:00,1,2214-192,J2217-1902,334.2590238417,-19.0343959444,J2258-2758|J2258-279|J225805-275823|B2255-282,,
J224353-565619,340.97217,0.00375,-56.93886,0.00028,142,7,NONE,35.5,g,nnn,,9790,0.8634641027,0.8575908385,40309.4230361823,3,340.97174,,-56.93881,,4850000000,0.263,,2006-12-19 00:00:00,1,2240-572,J2243-5656,340.9717425667,-56.93881125,J2357-5311|J235752-531116|B2355-534,,
J103007-344430,157.53162,0.00375,-34.74178,0.00028,141,7,NONE,35.25,g,nnn,,4591,2764.377702317,1.468630247,19404.9620829062,2,158.3045275,0.0000721,-34.3126178,0.0001081,333102731.111111,7,,2000-01-01 00:00:00,1,1027-344,J1030-344A,157.5314012542,-34.7421462194,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J143714-324447,219.311535,0.00375,-32.74656,0.00028,141,7,NONE,35.25,g,nnn,,6467,1.088895344,1.0892379801,34338.3363563174,3,219.31187,,-32.74667,,4850000000,0.292,,2006-12-19 00:00:00,1,1434-325,J1437-3244,219.3118705625,-32.74666905,J1427-4206|J1427-421|J142755-420612|B1424-418,,
J155641-330219,239.173125,0.00375,-33.03867,0.00028,141,7,NONE,35.25,g,nnn,J1556-3302,13371,0.5357215672,0.5354393486,43783.986403106,21,239.1731923,0.0000001,-33.0385323,0.0000002,20000000000,0.141,0.007,2006-01-01 00:00:00,1,1553-328,J1556-3302,239.1731922917,-33.0385323778,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J175439-165800,268.663665,0.00375,-16.96686,0.00028,141,9,NONE,35.25,g,nnn,,13415,9943.2326347287,1.3169621858,23417.9942146422,21,265.7759098,0.0000001,-16.9711021,0.0000002,20000000000,0.289,0.019,2006-01-01 00:00:00,1,1751-169,J1754-1658,268.66389435,-16.9671527528,J1733-1304|J1733-130|J173302-130445|B1730-130|nrao530,,
J183903-292048,279.76491,0.00375,-29.34681,0.00028,141,7,NONE,35.25,g,nnn,,8093,0.2946156,0.341638354,35929.5114092959,3,279.765,,-29.3468333,,4850000000,0.132,,2006-12-19 00:00:00,1,1835-293,J1839-2920,279.7650129625,-29.3468408306,J1924-2914|J1924-292|J192451-291428|B1921-293,,
J211937-454512,319.90563,0.00375,-45.75333,0.00028,141,7,NONE,35.25,g,nnn,,9126,0.4826703124,0.4783746691,15427.4856355734,3,319.90582,,-45.75331,,4850000000,0.329,,2006-12-19 00:00:00,1,2116-459,J2119-4545,319.90581775,-45.7533077361,J2056-4714|J2056-472|J205615-471445|B2052-474,,
J053024-452428,82.602795,0.00375,-45.40803,0.00028,140,5,NONE,35,g,nnn,,2652,0.5481332133,0.5540046602,6796.561418141,3,82.60301,,-45.40801,,4850000000,0.369,,2006-12-19 00:00:00,1,0528-454,J0530-4524,82.6030114458,-45.4080056861,J0519-4546|J0519-454,,
J065702-613925,104.261745,0.00375,-61.65714,0.00028,140,7,NONE,35,g,nnn,,3194,0.4410567883,0.4496897685,49464.3189141559,3,104.26152,,-61.65708,,4850000000,0.325,,2006-12-19 00:00:00,1,0656-615,J0657-6139,104.2615163792,-61.6570781722,J0635-7516|J063542-751615|B0637-752,,
J143928-165904,219.869505,0.00375,-16.98453,0.00028,140,7,NONE,35,g,nnn,,6487,1.2294724698,1.0190591885,41720.1704441762,2,219.8694788,0.0000721,-16.9841894,0.0001081,333102731.111111,6,,2000-01-01 00:00:00,1,1436-167,J1439-1659,219.8694139292,-16.9842606611,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J030902-360403,47.2605,0.00375,-36.0675,0.00028,139,15,NONE,34.75,g,nnn,,1559,0.7649090703,0.7586651645,23078.640075909,3,47.26046,,-36.06771,,4850000000,0.18,,2006-12-19 00:00:00,1,0307-362,J0309-3604,47.2604613875,-36.0677084167,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J035051-471350,57.71421,0.00375,-47.23069,0.00028,139,6,NONE,34.75,g,nnn,,1863,0.9382493035,0.1485530815,27714.2373255502,3,57.7145835,,-47.23075,,4850000000,0.437,,2006-12-19 00:00:00,1,0349-473,J0350-4713,57.7141637583,-47.2307167694,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J054932-275238,87.384495,0.00375,-27.87744,0.00028,139,9,NONE,34.75,g,nnn,,2787,0.9097863893,0.9073481504,36909.4087751713,3,87.38478,,-27.87746,,4850000000,0.27,,2006-12-19 00:00:00,1,0547-278,J0549-2752,87.3847792542,-27.8774597306,J0522-3627|J0522-364|B0521-365,,
J155205-242521,238.02246,0.00375,-24.42264,0.00028,139,9,NONE,34.75,g,nnn,,7009,1.9412896023,1.9316058153,28185.6458883837,3,238.02301,,-24.42244,,4850000000,0.167,,2006-12-19 00:00:00,1,1549-242,J1552-2425,238.0230078167,-24.4224422806,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J203104-261530,307.767585,0.00375,-26.25853,0.00028,139,9,NONE,34.75,g,nnn,,12828,1.2008595818,1.304898882,53775.2950515152,3,307.767834,,-26.2587778,,4850000000,0.304,,2006-12-19 00:00:00,1,2028-264,J2031-2615,307.7678597667,-26.2587958333,J1924-2914|J1924-292|J192451-291428|B1921-293,,
J231327-534329,348.363045,0.00375,-53.72494,0.00028,139,7,NONE,34.75,g,nnn,,10082,5200.9966982392,1.704684683,23866.8238101511,3,350.71903,,-53.36743,,4850000000,0.196,,2006-12-19 00:00:00,1,2310-539,J2313-5343,348.3623260458,-53.7247319667,J2357-5311|J235752-531116|B2355-534,,
J034759-361636,56.99625,0.00375,-36.27672,0.00028,138,7,NONE,34.5,g,nnn,,1845,0.323705573,0.3095940995,16970.7895940762,3,56.99618,,-36.27679,,4850000000,0.277,,2006-12-19 00:00:00,1,0346-364,J0347-3616,56.9961821375,-36.2767863472,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J061512-335553,93.802785,0.00375,-33.93144,0.00028,138,6,NONE,34.5,g,nnn,,2969,0.2759045594,0.2878687735,39452.5030914342,3,93.80287,,-33.93141,,4850000000,0.23,,2006-12-19 00:00:00,1,0613-339,J0615-3355,93.80287395,-33.9314092111,J0522-3627|J0522-364|B0521-365,,
J095421-511331,148.5885,0.00375,-51.22539,0.00028,138,7,NONE,34.5,g,nnn,,13200,1.9555804627,1.9554379503,49330.8561809678,21,148.5884311,0.0000006,-51.2259315,0.0000003,20000000000,0.138,0.007,2006-01-01 00:00:00,1,0952-509,J0954-5113,148.58843105,-51.2259314583,J1107-4449|J1107-448|J110707-444905|B1104-445,,
J131739-452219,199.41516,0.00375,-45.372,0.00028,138,7,162,34.5,g,nnn,,5854,0.3395720439,0.3546230007,47081.1832055343,3,199.41507,,-45.37207,,4850000000,0.186,,2006-12-19 00:00:00,1,1314-451,J1317-4522,199.41506635,-45.3720733139,J1427-4206|J1427-421|J142755-420612|B1424-418,,
J144232-540752,220.635375,0.00375,-54.13133,0.00028,138,7,94,34.5,g,nnn,J1442-5407,13332,0.258674648,0.258729423,44158.1654899365,21,220.6354685,0.0000005,-54.1313765,0.0000004,20000000000,0.138,0.007,2006-01-01 00:00:00,1,1438-539,J1442-5407,220.6354684833,-54.1313765306,J1427-4206|J1427-421|J142755-420612|B1424-418,,
J231347-441615,348.449625,0.00375,-44.27092,0.00028,138,7,NONE,34.5,g,nnn,J2313-4416,13486,0.0715558079,0.0715558079,41320.8676437401,21,348.4496076,0.0000005,-44.2709045,0.0000004,20000000000,0.138,0.007,2006-01-01 00:00:00,1,2311-445,J2313-4416,348.4496075,-44.2709045667,J2357-5311|J235752-531116|B2355-534,,
J114815-480538,177.06579,0.00375,-48.09406,0.00028,137,7,NONE,34.25,g,nnn,,5155,1.3346545737,1.3383760471,28058.6505729031,3,177.06524,,-48.09401,,4850000000,0.228,,2006-12-19 00:00:00,1,1145-478,J1148-4805,177.0652387667,-48.0940084056,J1107-4449|J1107-448|J110707-444905|B1104-445,,
J135014-220441,207.55854,0.00375,-22.07806,0.00028,137,9,NONE,34.25,g,nnn,J1350-2204,13311,0.5664743299,0.5664493143,34558.8082733506,21,207.5587088,0.0000001,-22.0780771,0.0000001,20000000000,0.137,0.009,2006-01-01 00:00:00,1,1347-218,J1350-2204,207.5587087958,-22.0780770556,J1337-1257|J1337-129|J133739-125720|B1334-127,,
J140912-231550,212.30013,0.00375,-23.26392,0.00028,137,9,NONE,34.25,g,nnn,J1409-2315,6263,0.8708177801,0.9095631129,45846.4218624361,3,212.299917,,-23.2637778,,4850000000,0.35,,2006-12-19 00:00:00,0,1406-230,J1409-2315,212.2999004917,-23.2637807944,J1337-1257|J1337-129|J133739-125720|B1334-127,,
J201728-375343,304.368795,0.00375,-37.89536,0.00028,137,7,NONE,34.25,g,nnn,,8673,2.8798328127,2.8726792758,42292.1207846096,3,304.36902,,-37.89614,,4850000000,0.213,,2006-12-19 00:00:00,1,2014-380,J2017-3753,304.369022625,-37.8961374861,J2056-4714|J2056-472|J205615-471445|B2052-474,,
J060811-384726,92.047785,0.00375,-38.79072,0.00028,136,7,NONE,34,g,nnn,,2913,0.070155885,0.0783613527,27466.2143786902,3,92.04776,,-38.79072,,4850000000,0.165,,2006-12-19 00:00:00,1,0606-387,J0608-3847,92.0477571708,-38.7907180611,J0538-4405|J0538-440|J053851-440507|B0537-441,,
J112953-024006,172.47087,0.00375,-2.66853,0.00028,136,7,NONE,34,g,nnn,,5007,1.69124842,1.7145922382,32095.3388583563,3,172.4705,,-2.66882,,4850000000,0.165,,2006-12-19 00:00:00,1,1127-023,J1129-0240,172.4704962958,-2.6688257806,J1058+0133|J1058+015|J105830+013340|B1055+018,,
J032128-312255,50.37,0.00375,-31.38211,0.00028,135,7,NONE,33.75,g,nnn,,1638,1.0779041566,1.0620292965,32868.8266932748,3,50.36975,,-31.38232,,4850000000,0.259,,2006-12-19 00:00:00,1,0319-315,J0321-3122,50.369751425,-31.3823149306,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J051011-841928,77.54913,0.00375,-84.3245,0.00028,135,7,214,33.75,g,nnn,,2500,0.4065970939,0.4019586637,34789.1519864469,3,77.54844,,-84.32459,,4850000000,0.109,,2006-12-19 00:00:00,1,0518-843,J0510-8419,77.5484383833,-84.3245882528,J0635-7516|J063542-751615|B0637-752,,
J102639-351903,156.666585,0.00375,-35.31764,0.00028,135,7,NONE,33.75,g,nnn,,4588,4651.67201668,0.4254556852,22208.8970586263,3,158.233041,,-35.5175833,,4850000000,0.076,,2006-12-19 00:00:00,1,1024-350,J1026-3519,156.6667173292,-35.3176880444,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J113520-305630,173.836785,0.00375,-30.94167,0.00028,135,7,NONE,33.75,g,nnn,,5047,0.6677465373,0.6708658429,45389.0622671336,3,173.83657,,-30.94165,,4850000000,0.111,,2006-12-19 00:00:00,1,1132-306,J1135-3056,173.8365693417,-30.9416473306,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J183058-360230,277.74534,0.00375,-36.04175,0.00028,135,7,10,33.75,g,nnn,,8042,1.9105242962,1.9025715375,47532.8308159494,2,277.74556,0.000159,-36.04225,0.00036,333102731.111111,28,,2000-01-01 00:00:00,1,1827-360,J1830-3602,277.7455587625,-36.0422480111,J1924-2914|J1924-292|J192451-291428|B1921-293,,
J211013-363526,317.557545,0.00375,-36.59058,0.00028,135,6,NONE,33.75,g,nnn,,9062,1.1431546945,0.7433121057,39472.8016216684,3,317.557917,,-36.5904722,,4850000000,0.13,,2006-12-19 00:00:00,1,2107-367,J2110-3635,317.5577873,-36.5906491667,J2056-4714|J2056-472|J205615-471445|B2052-474,,
J220641-211941,331.67283,0.00375,-21.32806,0.00028,135,9,NONE,33.75,g,nnn,,9510,1.4329401958,1.4441893129,48331.4063217104,3,331.67243,,-21.32792,,4850000000,0.234,,2006-12-19 00:00:00,1,2203-215,J2206-2119,331.6724262375,-21.3279204556,J2258-2758|J2258-279|J225805-275823|B2255-282,,
J230902-505059,347.260965,0.00375,-50.84992,0.00028,135,7,NONE,33.75,g,nnn,,9977,1.8136756793,1.8205226369,28290.2092346839,3,347.26019,,-50.85004,,4850000000,0.171,,2006-12-19 00:00:00,1,2306-511,J2309-5051,347.2601876958,-50.8500420417,J2357-5311|J235752-531116|B2355-534,,
J023514-470932,38.810205,0.00375,-47.15894,0.00028,134,7,NONE,33.5,g,nnn,,1285,0.2523149444,0.2621391545,45860.6950630666,3,38.81021,,-47.15887,,4850000000,0.222,,2006-12-19 00:00:00,1,0233-473,J0235-4709,38.8102065917,-47.1588671889,J0334-4008|J0334-401|J033413-400830|B0332-403,,
J111301-354947,168.256335,0.00375,-35.82986,0.00028,134,6,NONE,33.5,g,nnn,,4880,0.9121041881,0.9062125779,32609.0745247217,3,168.25618,,-35.83008,,4850000000,0.349,,2006-12-19 00:00:00,1,1110-355,J1113-3549,168.2561764125,-35.8300764111,J1107-4449|J1107-448|J110707-444905|B1104-445,,
J114807-004645,177.03084,0.00375,-0.77922,0.00028,134,7,NONE,33.5,g,nnn,,5154,3.166486399,3.1817886244,38266.1883405533,3,177.02997,,-0.77935,,4850000000,0.205,,2006-12-19 00:00:00,1,1145-005,J1148-0046,177.029966275,-0.7793537972,J1229+0203|J1229+020|3C273|B1226+023,,
J231028-594111,347.619255,0.00375,-59.68639,0.00028,134,7,NONE,33.5,g,nnn,,9985,0.9633912215,0.9569221173,33134.4823338654,3,347.61883,,-59.68655,,4850000000,0.209,,2006-12-19 00:00:00,1,2307-599,J2310-5941,347.6188297542,-59.6865468056,J2357-5311|J235752-531116|B2355-534,,
J233935-665709,354.89862,0.00375,-66.95275,0.00028,134,6,NONE,33.5,g,nnn,,10206,0.6633819254,0.6602558788,50199.5440058443,3,354.89815,,-66.95276,,4850000000,0.189,,2006-12-19 00:00:00,1,2336-672,J2339-6657,354.8981517292,-66.9527554528,J2357-5311|J235752-531116|B2355-534,,
J041013-125110,62.558295,0.00375,-12.85289,0.00028,133,7,NONE,33.25,g,nnn,,2001,0.9608432189,0.9772502456,43034.8899540481,3,62.55814,,-12.85311,,4850000000,0.172,,2006-12-19 00:00:00,1,0407-129,J0410-1251,62.5581373875,-12.8531137778,J0423-0120|J0423-013|J042315-012034|B0420-014,,
J094808-344009,147.03591,0.00375,-34.66931,0.00028,133,7,NONE,33.25,g,nnn,,4297,1.4366898249,1.4380897201,41664.6629941322,3,147.03559,,-34.66961,,4850000000,0.26,,2006-12-19 00:00:00,1,0946-344,J0948-3440,147.0355869667,-34.6696083139,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J110631-005253,166.63242,0.00375,-0.88139,0.00028,133,7,NONE,33.25,g,nnn,,4798,3856.6378090011,0.6305196009,11399.5384217471,3,165.6808755,,-0.3891111,,4850000000,0.085,,2006-12-19 00:00:00,1,1103-006,J1106-0052,166.6323930292,-0.8812169444,J1058+0133|J1058+015|J105830+013340|B1055+018,,
J111734-112352,169.39212,0.00375,-11.39778,0.00028,133,7,NONE,33.25,g,nnn,,4856,6657.2090342,1.3902325324,49693.5496478797,3,167.54215,,-11.76549,,4850000000,0.132,,2006-12-19 00:00:00,1,1115-111,J1117-1123,169.3919735542,-11.3974215,J1058+0133|J1058+015|J105830+013340|B1055+018,,
J132736-421431,201.90012,0.00375,-42.24219,0.00028,133,7,58,33.25,g,nnn,J1327-4214,13298,0.5789609759,0.578814104,40195.7685376391,21,201.9002617,0.0000003,-42.2423119,0.0000001,20000000000,0.133,0.007,2006-01-01 00:00:00,1,1324-419,J1327-4214,201.9002616792,-42.2423118556,J1427-4206|J1427-421|J142755-420612|B1424-418,,
J143156-290317,217.98342,0.00375,-29.05497,0.00028,133,7,NONE,33.25,g,nnn,,12621,0.7920551942,0.2392070817,40441.7040039843,3,217.983417,,-29.05475,,4850000000,0.152,,2006-12-19 00:00:00,1,1428-288,J1431-2903,217.9833447167,-29.0549608028,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J153744-295433,234.434415,0.00375,-29.90933,0.00028,133,7,NONE,33.25,g,nnn,J1537-2954,13367,0.5893434177,0.5892632644,25585.1410890261,21,234.4345639,0.0000001,-29.9092293,0.0000001,20000000000,0.133,0.007,2006-01-01 00:00:00,1,1534-297,J1537-2954,234.4345638958,-29.9092293278,J1517-2422|J1517-243|J151743-242216|B1514-241,,
J001152-410545,2.968245,0.00375,-41.09586,0.00028,132,7,NONE,33,g,nnn,,112,0.293812875,0.2851651012,44348.6112052904,3,2.96835,,-41.09588,,4850000000,0.199,,2006-12-19 00:00:00,1,0009-413,J0011-4105,2.9683468625,-41.0958795528,J2357-5311|J235752-531116|B2355-534,,
J063746-353648,99.44334,0.00375,-35.61333,0.00028,132,7,NONE,33,g,nnn,,3103,0.4056200871,0.3922284822,50748.212079881,3,99.44337,,-35.61344,,4850000000,0.203,,2006-12-19 00:00:00,1,0635-355,J0637-3536,99.4433702417,-35.6134361417,J0538-4405|J0538-440|J053851-440507|B0537-441,,
J101105-284740,152.772915,0.00375,-28.79458,0.00028,132,9,NONE,33,g,nnn,,4441,0.2473424544,0.2443065196,20753.1121289737,3,152.77299,,-28.79456,,4850000000,0.26,,2006-12-19 00:00:00,1,1008-285,J1011-2847,152.772989125,-28.7945603667,J1037-2934|J1037-295|J103716-293421|B1034-293,,
J170622-460018,256.59171,0.00375,-46.005,0.00028,132,7,NONE,33,g,nnn,J1706-4600,13399,0.4507389271,0.4510322542,53181.5618598283,21,256.591876,0.0000006,-46.0049512,0.0000004,20000000000,0.132,0.007,2006-01-01 00:00:00,1,1702-459,J1706-4600,256.5918761,-46.0049511556,J1617-5848|J1613-586,,
J174925-625819,267.357285,0.00375,-62.97197,0.00028,132,7,146,33,g,nnn,,7789,0.2916182841,0.2959273554,42760.9070810107,3,267.35713,,-62.97193,,4850000000,0.253,,2006-12-19 00:00:00,1,1744-629,J1749-6258,267.3571262042,-62.9719306333,J1617-5848|J1613-586,,
J175141-195047,267.92229,0.00375,-19.84647,0.00028,132,9,NONE,33,g,nnn,J1751-1950,13418,0.2279224506,0.2276528793,29186.4891856844,21,267.9222656,0.0000001,-19.846529,0.0000001,20000000000,0.132,0.009,2006-01-01 00:00:00,1,1748-198,J1751-1950,267.9222655833,-19.8465289167,J1733-1304|J1733-130|J173302-130445|B1730-130|nrao530,,
J063712-501439,99.303495,0.00375,-50.24417,0.00028,131,5,NONE,32.75,g,nnn,,3099,0.8591096541,0.8672467792,41930.4331211447,3,99.30325,,-50.24399,,4850000000,0.444,,2006-12-19 00:00:00,1,0635-501,J0637-5014,99.3032491417,-50.2439874833,J0538-4405|J0538-440|J053851-440507|B0537-441,,
J213622-064351,324.09279,0.00375,-6.73094,0.00028,131,7,NONE,32.75,g,nnn,,12871,0.9345973365,0.9200858061,50400.6882272789,3,324.092958,,-6.7311389,,4850000000,0.176,,2006-12-19 00:00:00,1,2133-069,J2136-0643,324.0929517667,-6.731138775,J2148+0657|J2148+069|J214805+065743|B2145+067,,
