ATCA_name,RA_atca,errRA_atca,DEC_atca,errDEC_atca,f20,ef20,f93,B3est,Flags,Flags2,ALMAname,SOURCE_ID,distance_alma,distance_vlbi,distance_grid,CATALOGUE_ID,RA_alma,RA_UNCERTAINTY_alma,DEC_alma,DEC_UNCERTAINTY_alma,FREQUENCY,FLUX,FLUX_UNCERTAINTY,DATE_OBSERVED,VALID,IVS,name,RA_vlbi,DEC_vlbi,Grid_close,OTHER,OTHER2
J020826-004744,32.109705,0.00375,-0.79581,0.00028,296,15,193,74,g,nnn,,12195,0.636899941,0.671119265,68180.72287,3,32.10975,,-0.7956389,,4850000000,0.347,,2006-12-19 00:00:00,0,0205-010,J0208-0047,32.10977455,-0.795637036,J0224+0659,8.752955229,
J020835-173934,32.14587,0.00375,-17.65967,0.00028,236,15,NONE,59,g,nnn,J0208-1739,13009,0.944486254,0.944846264,132760.7198,21,32.1455973,0.0000001,-17.6596338,0.0000001,20000000000,0.236,0.015,2006-01-01 00:00:00,1,0206-178,J0208-1739,32.1455972,-17.65963378,J0204-1701,1.074045456,
J020930-043826,32.37816,0.00375,-4.64064,0.00028,247,12,112,61.75,g,nnn,,1056,0.20091469,0.200961704,80797.35394,3,32.3781947,0.000001,-4.6405962,0.0000025,4850000000,0.296,,2006-12-19 00:00:00,1,0206-048,J0209-0438,32.37819459,-4.640596089,J0241-0815,8.633784251,
J021016-073720,32.56884,0.00375,-7.62239,0.00028,84,5,NONE,21,g,nnn,,1064,0.129017374,0.140681587,90843.19995,3,32.56887,,-7.62241,,4850000000,0.132,,2006-12-19 00:00:00,1,0207-078,J0210-0737,32.5688704,-7.622414906,J0241-0815,7.653444188,
J021023-144458,32.596755,0.00375,-14.74961,0.00028,118,6,NONE,29.5,g,nnn,,1065,0.718739333,0.728452644,127571.7979,3,32.59659,,-14.74973,,4850000000,0.22,,2006-12-19 00:00:00,1,0207-149,J0210-1444,32.5965852,-14.74972824,J0204-1701,2.620375802,
J021046-510101,32.692875,0.00375,-51.01703,0.00028,3287,164,1112,821.75,g,nnn,J0210-5101|J021046-510102|B0208-512,1066,1.027225993,1.027230591,65169.70785,5,32.69250178,4.44444E-008,-51.01719215,2.77778E-008,91460000000,2.197,0.066,2013-12-21 00:00:00,1,0208-512,J0210-5101,32.69250178,-51.01719215,J0210-5101,0.000285339,
J021149-155818,32.957625,0.00375,-15.97186,0.00028,231,15,NONE,57.75,g,nnn,,1074,0.996856106,1.010242126,127907.11,3,32.95734,,-15.9719,,4850000000,0.132,,2006-12-19 00:00:00,1,0209-162,J0211-1558,32.9573364,-15.97190203,J0204-1701,1.953053124,
J021222-174614,33.09462,0.00375,-17.77081,0.00028,310,20,NONE,77.5,g,nnn,,1078,1.09020892,1.093911357,129921.9854,3,33.09435,,-17.77065,,4850000000,0.126,,2006-12-19 00:00:00,1,0210-180,J0212-1746,33.09434829,-17.77065067,J0204-1701,1.921319387,
J021316-071932,33.31938,0.00375,-7.32569,0.00028,148,8,NONE,37,g,nnn,,12198,0.290856009,0.288360605,89102.65644,3,33.319458,,-7.3256667,,4850000000,0.208,,2006-12-19 00:00:00,1,0210-075,J0213-0719,33.31946069,-7.325686744,J0241-0815,6.948825358,
J021316-294326,33.31842,0.00375,-29.72403,0.00028,84,6,NONE,21,g,nnn,,1087,0.425744243,0.432742885,70267.32601,3,33.31837,,-29.72392,,4850000000,0.136,,2006-12-19 00:00:00,1,0211-299,J0213-2943,33.31837267,-29.72391704,J0137-2430,9.481710057,
J021404-702706,33.51912,0.00375,-70.45172,0.00028,378,19,119,94.5,g,nnn,,1091,0.602281534,0.601339684,67600.04503,3,33.51862,,-70.45172,,4850000000,0.106,,2006-12-19 00:00:00,1,0213-706,J0214-7027,33.5186208,-70.45172124,J0450-8101,13.73578046,
J021416-614933,33.567495,0.00375,-61.82594,0.00028,544,26,359,136,g,nnn,J0214-6149|J021416-614933,1094,0.277798371,0.277798371,71800.55248,5,33.56751823,0.000000175,-61.82601639,8.05556E-008,91460000000,0.36,0.01,2013-12-30 00:00:00,1,0212-620,J0214-6149,33.56751823,-61.82601639,J0253-5441,8.77842508,
J021440-211329,33.669915,0.00375,-21.22472,0.00028,70,5,NONE,17.5,g,nnn,,12199,31.62677086,1.078245905,91360.53379,3,33.663417,,-21.2310833,,4850000000,0.126,,2006-12-19 00:00:00,1,0212-214,J0214-2113,33.66959718,-21.22467597,J0204-1701,4.788267473,
J021511-034307,33.797955,0.00375,-3.71886,0.00028,92,5,NONE,23,g,nnn,,1100,0.0539412,0.040543372,76121.88433,3,33.79794,,-3.71886,,4850000000,0.136,,2006-12-19 00:00:00,1,0212-039,J0215-0343,33.79794369,-3.718859522,J0241-0815,7.873512213,
J021542-022256,33.925215,0.00375,-2.38242,0.00028,646,32,229,161.5,g,nnn,,1104,0.516042037,0.516042037,71372.07939,5,33.92507195,4.16667E-008,-2.382431031,7.77778E-008,106250000000,0.12,0.03,2012-08-04 00:00:00,1,0213-026,J0215-0222,33.92507195,-2.382431031,J0241-0815,8.623816898,
J021603-520012,34.01334,0.00375,-52.00347,0.00028,211,11,72,52.75,g,nnn,,1108,0.044327875,0.038018148,64484.38498,3,34.01332,,-52.00347,,4850000000,0.524,,2006-12-19 00:00:00,1,0214-522,J0216-5200,34.01332418,-52.0034659,J0210-5101,1.283901774,
J021605-011803,34.02342,0.00375,-1.30086,0.00028,102,5,NONE,25.5,g,nnn,,1109,0.708972896,0.71247533,67541.27031,3,34.0236,,-1.30094,,4850000000,0.115,,2006-12-19 00:00:00,1,0213-015,J0216-0118,34.02359945,-1.30094355,J0224+0659,8.550203027,
J021612-010518,34.050915,0.00375,-1.08856,0.00028,82,4,NONE,20.5,g,nnn,,1110,0.125942002,0.114920851,66781.62172,3,34.05088,,-1.08856,,4850000000,0.134,,2006-12-19 00:00:00,1,0213-013,J0216-0105,34.05088315,-1.088562297,J0224+0659,8.337651428,
J021638-101702,34.16196,0.00375,-10.28406,0.00028,300,15,NONE,75,g,nnn,,1114,0.402311043,0.393898851,117719.7545,3,34.16198,,-10.28417,,4850000000,0.174,,2006-12-19 00:00:00,1,0214-105,J0216-1017,34.1619828,-10.28416709,J0241-0815,6.359950879,
J021648-324740,34.200795,0.00375,-32.79458,0.00028,540,24,NONE,135,g,nnn,J0216-3247|J021646-324752,1117,0.369393276,0.369393276,61786.61455,5,34.20077251,9.72222E-008,-32.79468085,2.11111E-007,254970000000,0.11,0.02,2012-07-20 00:00:00,1,0214-330,J0216-3247,34.20077251,-32.79468085,J0137-2430,11.92001555,
J021702-082052,34.261245,0.00375,-8.34778,0.00028,415,21,NONE,103.75,g,nnn,J0217-0820,13010,0.641444771,0.641452135,91906.82903,21,34.2610929,0.0000001,-8.3478754,0.0000001,20000000000,0.415,0.021,2006-01-01 00:00:00,1,0214-085,J0217-0820,34.26109288,-8.347875381,J0241-0815,5.946439452,
J021755-012150,34.479255,0.00375,-1.364,0.00028,82,4,NONE,20.5,g,nnn,,1132,0.511287906,0.454952897,67297.66443,3,34.4791665,,-1.3641111,,4850000000,0.191,,2006-12-19 00:00:00,0,0215-015,J0217-0121,34.47916435,-1.364088078,J0224+0659,8.512459507,
J021921-184238,34.83837,0.00375,-18.71075,0.00028,490,32,NONE,122.5,g,nnn,,1144,0.682896389,0.669815935,125928.488,3,34.83817,,-18.71076,,4850000000,0.258,,2006-12-19 00:00:00,1,0217-189,J0219-1842,34.83817405,-18.71076321,J0204-1701,3.81802019,
J021941-680618,34.92309,0.00375,-68.10508,0.00028,179,9,106,44.75,g,nnn,,1153,1.047736437,1.041968024,72470.17185,3,34.92387,,-68.10507,,4850000000,0.324,,2006-12-19 00:00:00,1,0218-683,J0219-6806,34.92386528,-68.10506614,J0253-5441,13.97357982,
J022008-702227,35.033745,0.00375,-70.37417,0.00028,136,5,NONE,34,g,nnn,,1103,1429.630457,2.204309169,66478.51644,3,33.9140415,,-70.2500278,,4850000000,0.07,,2006-12-19 00:00:00,1,0219-706,J0220-7022,35.03365268,-70.37478152,J0450-8101,13.59884481,
J022028-130518,35.117745,0.00375,-13.08856,0.00028,353,16,NONE,88.25,g,nnn,,1157,0.663360564,0.652302823,117300.9086,3,35.11757,,-13.08863,,4850000000,0.438,,2006-12-19 00:00:00,1,0218-133,J0220-1305,35.11757333,-13.08862982,J0204-1701,5.430137332,
J022035-215112,35.146755,0.00375,-21.85339,0.00028,63,4,NONE,15.75,g,nnn,,1158,0.997808062,0.997149841,86583.64964,3,35.146458,,-21.8533611,,4850000000,0.156,,2006-12-19 00:00:00,0,0218-220,J0220-2151,35.1464589,-21.85335547,J0204-1701,6.074479157,
J022054-633019,35.22546,0.00375,-63.50531,0.00028,327,16,NONE,81.75,g,nnn,,1164,0.494111671,0.48562645,75675.11496,3,35.22571,,-63.50539,,4850000000,0.395,,2006-12-19 00:00:00,1,0219-637,J0220-6330,35.22571114,-63.50538513,J0253-5441,9.732900694,
J022112-130247,35.301165,0.00375,-13.0465,0.00028,329,16,NONE,82.25,g,nnn,,1166,57.94715566,0.577376054,116643.0431,3,35.313834,,-13.0568333,,4850000000,0.167,,2006-12-19 00:00:00,1,0218-132,J0221-1302,35.30105228,-13.04661689,J0204-1701,5.583817154,
J022200-161516,35.503245,0.00375,-16.25461,0.00028,319,21,NONE,79.75,g,nnn,,1170,0.778454836,0.77580479,120142.7351,3,35.50302,,-16.2546,,4850000000,0.343,,2006-12-19 00:00:00,1,0219-164,J0222-1615,35.50302096,-16.25459656,J0204-1701,4.155832656,
J022256-344127,35.734995,0.00375,-34.69103,0.00028,1019,42,NONE,254.75,g,nnn,,1181,1.022571194,1.022575813,54483.09074,5,35.73500684,3.61111E-008,-34.69131388,3.33333E-008,91460000000,0.32,0.01,2013-12-31 00:00:00,1,0220-349,J0222-3441,35.73500684,-34.69131388,J0137-2430,14.13980718,
J022313-020508,35.80434,0.00375,-2.08556,0.00028,107,5,NONE,26.75,g,nnn,,1183,0.072016402,0.084117461,68709.47784,3,35.80434,,-2.08554,,4850000000,0.104,,2006-12-19 00:00:00,1,0220-023,J0223-0205,35.80433545,-2.085537075,J0241-0815,7.604724924,
J022330-534740,35.87862,0.00375,-53.79444,0.00028,464,23,193,116,g,nnn,J0223-5347|J022331-534740,1186,0.094284447,0.094284447,65227.07194,5,35.87864431,0.000000475,-53.7944181,0.00000015,106250000000,0.1,0.02,2012-06-09 00:00:00,1,0221-540,J0223-5347,35.87864431,-53.7944181,J0210-5101,3.389119282,
J022343-165638,35.93241,0.00375,-16.94389,0.00028,129,8,NONE,32.25,g,nnn,J0223-1656,13011,0.3719546,0.372145037,119806.2464,21,35.9323486,0.0000001,-16.943805,0.0000001,20000000000,0.129,0.008,2006-01-01 00:00:00,1,0221-171,J0223-1656,35.93234858,-16.94380494,J0204-1701,4.488059158,
J022510-260318,36.29538,0.00375,-26.05517,0.00028,224,15,NONE,56,g,nnn,,1200,0.182871858,0.187866212,72414.93383,3,36.29537,,-26.05522,,4850000000,0.132,,2006-12-19 00:00:00,1,0222-262,J0225-2603,36.2953732,-26.05522183,J0204-1701,10.18013976,
J022647-184338,36.69867,0.00375,-18.72744,0.00028,150,10,NONE,37.5,g,nnn,J0226-1843,1213,0.832561538,0.872221508,120307.0184,3,36.6984585,,-18.7275556,,4850000000,0.162,,2006-12-19 00:00:00,0,0224-189,J0226-1843,36.69845163,-18.72756622,J0204-1701,5.467191307,
J022740-302604,36.91896,0.00375,-30.4345,0.00028,452,21,NONE,113,g,nnn,J0227-3026|J022741-302627,1218,0.598055221,0.598055221,59927.34018,5,36.91890271,8.61111E-008,-30.43434139,1.72222E-007,254970000000,0.16,0.02,2012-07-20 00:00:00,1,0225-306,J0227-3026,36.91890271,-30.43434139,J0137-2430,12.56624452,
J022744-062107,36.935205,0.00375,-6.35194,0.00028,93,4,NONE,23.25,g,nnn,,1220,0.326509655,0.331406029,83254.47997,3,36.93525,,-6.3518611,,4850000000,0.331,,2006-12-19 00:00:00,0,0225-065,J0227-0621,36.93526664,-6.351871286,J0241-0815,3.816348829,
J022821-554603,37.08996,0.00375,-55.76761,0.00028,391,18,932,97.75,g,nnn,,1225,0.123938295,0.134396881,68477.94987,3,37.08999,,-55.76758,,4850000000,0.749,,2006-12-19 00:00:00,1,0226-559,J0228-5546,37.08999331,-55.76757771,J0253-5441,3.736943528,
J022853-033737,37.221915,0.00375,-3.62694,0.00028,636,31,NONE,159,g,nnn,J0228-0337,13013,0.738140522,0.738044529,73391.50721,21,37.2217134,0.0000001,-3.6269795,0.0000001,20000000000,0.636,0.031,2006-01-01 00:00:00,1,0226-038,J0228-0337,37.22171342,-3.626979478,J0241-0815,5.532817414,
J022912-540324,37.30329,0.00375,-54.05667,0.00028,338,17,79,84.5,g,nnn,J0229-5403|J022912-540318,1232,0.042810087,0.042810087,63684.74986,5,37.30327345,4.55556E-007,-54.05667686,1.38889E-007,106250000000,0.11,0.02,2012-06-09 00:00:00,1,0227-542,J0229-5403,37.30327345,-54.05667686,J0253-5441,3.590909385,
J023011-621434,37.548285,0.00375,-62.24303,0.00028,146,7,NONE,36.5,g,nnn,,1241,0.797351015,0.812043284,78667.45619,3,37.54823,,-62.24325,,4850000000,0.152,,2006-12-19 00:00:00,1,0228-624,J0230-6214,37.54822902,-62.24325406,J0253-5441,8.128993376,
J023105-160648,37.771125,0.00375,-16.11356,0.00028,99,7,NONE,24.75,g,nnn,,1246,0.546035179,0.540365637,112791.7313,3,37.77098,,-16.11362,,4850000000,0.318,,2006-12-19 00:00:00,1,0228-163,J0231-1606,37.77098002,-16.11361595,J0204-1701,6.324918928,
J023116-584106,37.820505,0.00375,-58.68503,0.00028,215,11,95,53.75,g,nnn,,1249,0.653453161,0.660713575,75827.70311,3,37.82055,,-58.68521,,4850000000,0.15,,2006-12-19 00:00:00,1,0229-589,J0231-5841,37.8205518,-58.68521191,J0253-5441,5.015686836,
J023137-204021,37.904205,0.00375,-20.67261,0.00028,160,11,NONE,40,g,nnn,,1256,0.333820211,0.33794065,84990.20402,3,37.90414,,-20.67268,,4850000000,0.526,,2006-12-19 00:00:00,1,0229-208,J0231-2040,37.90414155,-20.67268272,J0204-1701,7.285322191,
J023236-283926,38.15304,0.00375,-28.65742,0.00028,127,8,NONE,31.75,g,nnn,,1266,36.63118758,0.430620136,61494.49541,3,38.142417,,-28.6615,,4850000000,0.199,,2006-12-19 00:00:00,1,0230-288,J0232-2839,38.15308757,-28.6573079,J0137-2430,12.95935563,
J023322-045507,38.342415,0.00375,-4.91867,0.00028,71,3,NONE,17.75,g,nnn,,1271,0.419395167,0.416207008,77668.68182,3,38.34233,,-4.91859,,4850000000,0.158,,2006-12-19 00:00:00,1,0230-051,J0233-0455,38.34233303,-4.918588169,J0241-0815,3.847308248,
J023507-040205,38.780535,0.00375,-4.03489,0.00028,280,14,NONE,70,g,nnn,J0235-0402,13015,0.350563909,0.350577383,74411.03742,21,38.7805918,0.0000002,-4.0348108,0.0000006,20000000000,0.28,0.014,2006-01-01 00:00:00,1,0232-042,J0235-0402,38.78059178,-4.034810781,J0241-0815,4.473009802,
J023609-130759,39.039705,0.00375,-13.13319,0.00028,282,14,NONE,70.5,g,nnn,,1228,6573.665333,1.488862528,104447.7447,3,37.200291,,-12.7852222,,4850000000,0.119,,2006-12-19 00:00:00,1,0233-133,J0236-1307,39.04012871,-13.13316204,J0241-0815,5.024916693,
J023631-295355,39.12963,0.00375,-29.89864,0.00028,612,40,NONE,153,g,nnn,,1294,0.864661282,0.873904087,56156.48355,3,39.12987,,-29.89876,,4850000000,0.47,,2006-12-19 00:00:00,1,0234-301,J0236-2953,39.12987263,-29.8987612,J0137-2430,14.14005254,
J023653-613615,39.221715,0.00375,-61.60428,0.00028,459,22,152,114.75,g,nnn,,1297,0.329045914,0.331291987,81279.92618,3,39.22186,,-61.60422,,4850000000,0.406,,2006-12-19 00:00:00,1,0235-618,J0236-6136,39.22185727,-61.60421761,J0253-5441,7.241873306,
J023716-262352,39.319755,0.00375,-26.398,0.00028,176,12,NONE,44,g,nnn,J0237-2623,13016,0.444034664,0.443044263,65275.11567,21,39.3198402,0.0000001,-26.3980969,0.0000003,20000000000,0.176,0.012,2006-01-01 00:00:00,1,0235-266,J0237-2623,39.31984029,-26.39809649,J0204-1701,12.00219685,
J023945-023440,39.93984,0.00375,-2.57794,0.00028,895,39,310,223.75,g,nnn,,1318,1.378741908,1.378741908,69106.90881,5,39.9394678,2.77778E-008,-2.578031781,2.77778E-008,270170000000,0.03,0.01,2013-11-05 00:00:00,1,0237-027,J0239-0234,39.9394678,-2.578031781,J0241-0815,5.687321792,
J024008-230915,40.033875,0.00375,-23.15436,0.00028,897,58,232,224.25,g,nnn,,1324,0.613932761,0.613925067,73672.08972,5,40.0340602,3.61111E-008,-23.1543693,3.61111E-008,254970000000,0.05,0.02,2012-07-20 00:00:00,1,0237-233,J0240-2309,40.0340602,-23.1543693,J0204-1701,10.28110296,
J024056-050442,40.23408,0.00375,-5.07847,0.00028,166,8,NONE,41.5,g,nnn,J0240-0504,13017,0.30519942,0.305416016,78128.29012,21,40.2340533,0.0000001,-5.0783895,0.0000001,20000000000,0.166,0.008,2006-01-01 00:00:00,1,0238-052,J0240-0504,40.23405328,-5.078389444,J0241-0815,3.177494569,
J024104-081520,40.26987,0.00375,-8.25569,0.00028,1199,59,2112,299.75,g,nnn,J0241-0815|J0241-082|J024105-081529|B0238-084,1334,0.515886408,0.515886408,89565.91007,5,40.26999376,2.77778E-008,-8.255764394,2.77778E-008,91460000000,1.22,0.06,2013-12-31 00:00:00,1,NGC1052,J0241-0815,40.26999376,-8.255764394,J0241-0815,0.000143301,
J024235-213225,40.64979,0.00375,-21.54036,0.00028,322,21,106,80.5,g,nnn,,1342,0.84540913,0.84540913,77745.78553,5,40.64962451,0.00000005,-21.54053735,9.44444E-008,106250000000,0.08,0.01,2012-06-26 00:00:00,1,0240-217,J0242-2132,40.64962451,-21.54053735,J0204-1701,9.961080569,
J024312-055055,40.801965,0.00375,-5.84869,0.00028,477,24,NONE,119.25,g,nnn,,1346,0.018183575,0.034225995,80976.30217,3,40.80196,,-5.84869,,4850000000,0.546,,2006-12-19 00:00:00,1,0240-060,J0243-0550,40.8019561,-5.848693369,J0241-0815,2.46428325,
J024524-110717,41.353995,0.00375,-11.12142,0.00028,167,8,NONE,41.75,g,nnn,,1366,0.301242704,0.316728436,94245.57031,3,41.35397,,-11.12134,,4850000000,0.223,,2006-12-19 00:00:00,1,0242-113,J0245-1107,41.35396715,-11.12133637,J0241-0815,3.058349268,
J024658-123630,41.74371,0.00375,-12.60839,0.00028,261,13,NONE,65.25,g,nnn,,12216,0.75793637,0.66551458,94959.86025,3,41.7436245,,-12.6085833,,4850000000,0.405,,2006-12-19 00:00:00,1,0244-128,J0246-1236,41.74362407,-12.60855475,J0241-0815,4.587468341,
J024709-281049,41.787495,0.00375,-28.18047,0.00028,133,9,NONE,33.25,g,nnn,J0247-2810,13018,0.638625609,0.638706963,55416.16228,21,41.787686,0.0000001,-28.1804141,0.0000001,20000000000,0.133,0.009,2006-01-01 00:00:00,1,0244-283,J0247-2810,41.78768602,-28.18041408,J0204-1701,14.79269916,
J024807-163145,42.03225,0.00375,-16.52936,0.00028,492,32,NONE,123,g,nnn,,12217,0.704166335,0.698292566,100476.0386,3,42.03225,,-16.5295556,,4850000000,0.317,,2006-12-19 00:00:00,1,0245-167,J0248-1631,42.0322176,-16.52955147,J0241-0815,8.45038415,
J024822-225759,42.09471,0.00375,-22.96647,0.00028,139,9,NONE,34.75,g,nnn,,1388,1777.545531,0.704139503,70978.47878,3,42.241209,,-22.4915556,,4850000000,0.096,,2006-12-19 00:00:00,1,0246-231,J0248-2257,42.09487405,-22.96634573,J0204-1701,11.79877089,
J025035-262742,42.64809,0.00375,-26.46172,0.00028,276,18,NONE,69,g,nnn,,1402,0.480276567,0.492119277,59071.88442,3,42.6482,,-26.46181,,4850000000,0.35,,2006-12-19 00:00:00,1,0248-266,J0250-2627,42.64820497,-26.46180997,J0204-1701,14.17598457,
J025036-635501,42.651165,0.00375,-63.91694,0.00028,155,8,NONE,38.75,g,nnn,,1403,0.591008143,0.603808908,77252.64738,3,42.65097,,-63.91708,,4850000000,0.123,,2006-12-19 00:00:00,1,0249-641,J0250-6355,42.65096909,-63.91708392,J0253-5441,9.226498897,
J025126-600006,42.859455,0.00375,-60.00175,0.00028,302,15,558,75.5,g,nnn,,1409,0.174762439,0.174302359,75430.26898,3,42.85936,,-60.00174,,4850000000,0.433,,2006-12-19 00:00:00,1,0250-602,J0251-6000,42.85936255,-60.00173558,J0253-5441,5.311277781,
J025246-710433,43.192875,0.00375,-71.07608,0.00028,315,15,NONE,78.75,g,nnn,,13020,1.483045433,1.482930769,57592.97757,21,43.192301,0.0000006,-71.0764475,0.0000007,20000000000,0.315,0.015,2006-01-01 00:00:00,1,0252-712,J0252-7104,43.192301,-71.07644746,J0450-8101,11.90402304,
J025247-221924,43.199835,0.00375,-22.32358,0.00028,325,21,NONE,81.25,g,nnn,,1421,0.581979915,0.585419136,71500.97044,3,43.19981,,-22.32374,,4850000000,0.496,,2006-12-19 00:00:00,1,0250-225,J0252-2219,43.19980685,-22.32374052,J0204-1701,12.43974931,
J025329-544151,43.37166,0.00375,-54.69758,0.00028,1933,96,1458,483.25,g,nnn,J0253-5441|J025330-544142|B0252-549,1429,0.214887347,0.214887347,57843.72858,5,43.37158503,5.83333E-008,-54.69762106,3.88889E-008,91460000000,1.33,0.03,2013-12-31 00:00:00,1,0252-549,J0253-5441,43.37158503,-54.69762106,J0253-5441,0.0000597,
J025544-141227,43.933875,0.00375,-14.20775,0.00028,60,3,NONE,15,g,nnn,,1445,0.957958137,0.957780613,90600.76097,3,43.93412,,-14.20787,,4850000000,0.082,,2006-12-19 00:00:00,1,0253-144,J0255-1412,43.93411987,-14.20787014,J0241-0815,6.951813564,
J025612-213728,44.0535,0.00375,-21.62458,0.00028,147,10,NONE,36.75,g,nnn,,12220,0.611998576,0.657229962,72726.09969,3,44.0535,,-21.62475,,4850000000,0.321,,2006-12-19 00:00:00,1,0253-218,J0256-2137,44.05349545,-21.62476251,J0204-1701,12.93091759,
J025650-045343,44.21016,0.00375,-4.89547,0.00028,138,6,NONE,34.5,g,nnn,,1451,0.334837441,0.336329431,78697.62762,3,44.2100835,,-4.8954167,,4850000000,0.135,,2006-12-19 00:00:00,1,0254-050,J0256-0453,44.21008344,-4.895416064,J0241-0815,5.158319026,
J025736-611229,44.40141,0.00375,-61.20825,0.00028,91,4,NONE,22.75,g,nnn,,1457,1.062509527,1.074638943,78491.75229,3,44.4017,,-61.20851,,4850000000,0.178,,2006-12-19 00:00:00,1,0256-61A,J0257-611A,44.40169951,-61.20851394,J0253-5441,6.533306815,
J025740-121201,44.420745,0.00375,-12.20039,0.00028,242,12,NONE,60.5,g,nnn,,1459,0.371217325,0.379335695,85782.26381,3,44.42085,,-12.20038,,4850000000,0.333,,2006-12-19 00:00:00,1,0255-124,J0257-1212,44.42085263,-12.20038387,J0241-0815,5.677862117,
J025816-252958,44.569785,0.00375,-25.49969,0.00028,245,16,NONE,61.25,g,nnn,J0258-2529,13021,0.644031608,0.644200273,59225.90131,21,44.5699811,0.0000001,-25.499664,0.0000001,20000000000,0.245,0.016,2006-01-01 00:00:00,1,0256-256,J0258-2529,44.56998115,-25.49966395,J0204-1701,15.02259863,
J025928-001959,44.86929,0.00375,-0.33319,0.00028,965,47,NONE,241.25,g,nnn,J0259-0019,13022,1.7712226,1.771046584,63757.03322,21,44.8688173,0.0000001,-0.3333265,0.0000001,20000000000,0.965,0.047,2006-01-01 00:00:00,1,0256-005,J0259-0019,44.86881734,-0.333326467,J0241-0815,9.152482354,
J025955-123635,44.98017,0.00375,-12.60975,0.00028,92,5,NONE,23,g,nnn,,1470,969.5939799,0.640958577,84669.38476,3,44.706708,,-12.64625,,4850000000,0.081,,2006-12-19 00:00:00,1,0257-128,J0259-1236,44.98034723,-12.60970771,J0241-0815,6.356389929,
J030001-053120,45.005505,0.00375,-5.52228,0.00028,282,14,NONE,70.5,g,nnn,,1479,0.33690475,0.351142809,76263.67263,3,45.00542,,-5.52232,,4850000000,0.172,,2006-12-19 00:00:00,1,0257-057,J0300-0531,45.0054168,-5.522322497,J0241-0815,5.437813179,
J030106-181218,45.27837,0.00375,-18.20506,0.00028,134,9,NONE,33.5,g,nnn,J0301-1812,1491,1.333627843,1.400260079,94606.44732,3,45.2779995,,-18.2049444,,4850000000,0.098,,2006-12-19 00:00:00,0,0258-184,J0301-1812,45.27797714,-18.20495039,J0241-0815,11.076458,
J030116-165246,45.319335,0.00375,-16.8795,0.00028,184,12,NONE,46,g,nnn,,1495,1.145519857,1.128286265,91651.32515,3,45.31926,,-16.87919,,4850000000,0.19,,2006-12-19 00:00:00,1,0258-170,J0301-1652,45.3192612,-16.87919465,J0241-0815,9.929957578,
J030326-240711,45.860505,0.00375,-24.11981,0.00028,185,12,NONE,46.25,g,nnn,,12226,0.291229287,0.274548755,62199.1483,3,45.8604165,,-24.1198056,,4850000000,0.397,,2006-12-19 00:00:00,1,0301-243,J0303-2407,45.86042858,-24.11984085,J0204-1701,15.40354993,
J030350-621125,45.961035,0.00375,-62.19042,0.00028,1309,64,569,327.25,g,nnn,J0303-6211|J030350-621130|B0302-623,1518,0.125151918,0.125151918,79383.52849,5,45.96096398,6.66667E-008,-62.19043051,3.05556E-008,91460000000,0.65,0.02,2013-12-31 00:00:00,1,0302-623,J0303-6211,45.96096398,-62.19043051,J0253-5441,7.612801863,
J030350-645854,45.960705,0.00375,-64.98181,0.00028,202,10,195,50.5,g,nnn,,1516,0.213165926,0.199688439,71128.04325,3,45.96063,,-64.98186,,4850000000,0.098,,2006-12-19 00:00:00,1,0303-651,J0303-6458,45.96063211,-64.98185611,J0253-5441,10.36395026,
J030418-700741,46.07541,0.00375,-70.12808,0.00028,126,6,44,31.5,g,nnn,,1522,0.735101073,0.732661724,57255.79138,3,46.07601,,-70.12809,,4850000000,0.443,,2006-12-19 00:00:00,1,0303-703,J0304-7007,46.07600788,-70.12809084,J0450-8101,12.46185825,
J030703-120536,46.76313,0.00375,-12.09358,0.00028,90,4,NONE,22.5,g,nnn,,1594,6461.702541,2.567227501,78251.80668,3,48.5315835,,-11.6178333,,4850000000,0.07,,2006-12-19 00:00:00,1,0304-122,J0307-1205,46.76296356,-12.0942743,J0241-0815,7.453582724,
J030923-055919,47.347215,0.00375,-5.98886,0.00028,134,7,NONE,33.5,g,nnn,,1564,0.827154239,0.844973217,68407.88685,3,47.34704,,-5.98901,,4850000000,0.069,,2006-12-19 00:00:00,1,0306-061,J0309-0559,47.34703696,-5.989014067,J0241-0815,7.378904085,
J030943-074427,47.43033,0.00375,-7.74097,0.00028,61,3,NONE,15.25,g,nnn,,1568,0.570752427,0.554592645,69850.46659,3,47.43017,,-7.74097,,4850000000,0.081,,2006-12-19 00:00:00,1,0307-079,J0309-0744,47.43017454,-7.740968278,J0241-0815,7.109229166,
J030956-605839,47.483625,0.00375,-60.97761,0.00028,1017,46,615,254.25,g,nnn,J0309-6058|J030956-605835|B0308-611,1570,0.400652167,0.400652167,76211.9095,5,47.48374649,5.83333E-008,-60.97751559,2.77778E-008,91460000000,0.59,0.02,2013-12-31 00:00:00,1,0308-611,J0309-6058,47.48374649,-60.97751559,J0253-5441,6.647326862,
J031002-082338,47.508585,0.00375,-8.39414,0.00028,87,4,NONE,21.75,g,nnn,,1571,0.42720622,0.422626337,70362.85572,3,47.50854,,-8.39425,,4850000000,0.146,,2006-12-19 00:00:00,1,0307-085,J0310-0823,47.50853912,-8.394248267,J0241-0815,7.163551698,
